id,name,pokedex number,supertype,subtypes,hp,types,attacks,weaknesses,retreat cost,set name,release date,artist,rarity,card image (small),card image hires,tcg player url,tcg price date,tcg market price usd (normal),tcg low price usd (normal),tcg high price usd (normal),tcg market price usd (reverse holofoil),tcg low price usd (reverse holofoil),tcg high price usd (reverse holofoil),tcg market price usd (holofoil),tcg low price usd (holofoil),tcg high price usd (holofoil),count,score
swsh2-124,Morgrem,860.0,Pokémon,Stage 1,90,Darkness,"Bite (30), False Surrender (60)",Grass ×2,2,Rebel Clash,2020/05/01,Hitoshi Ariga,Uncommon,https://images.pokemontcg.io/swsh2/124.png,https://images.pokemontcg.io/swsh2/124_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-124,2025/04/12,0.1,0.01,2.0,0.2,0.1,2.0,,,,0,0
swsh2-126,Galarian Meowth,52.0,Pokémon,Basic,60,Metal,Scratch (20),Fire ×2,2,Rebel Clash,2020/05/01,Misa Tsutsui,Common,https://images.pokemontcg.io/swsh2/126.png,https://images.pokemontcg.io/swsh2/126_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-126,2025/04/12,0.13,0.01,1.35,0.25,0.1,2.49,,,,0,0
swsh2-130,Bronzong,437.0,Pokémon,Stage 1,130,Metal,"Smack (30), Gyro Ball (70)",Fire ×2,3,Rebel Clash,2020/05/01,MAHOU,Uncommon,https://images.pokemontcg.io/swsh2/130.png,https://images.pokemontcg.io/swsh2/130_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-130,2025/04/12,0.07,0.02,1.33,0.17,0.07,2.0,,,,0,0
swsh2-132,Durant,632.0,Pokémon,Basic,100,Metal,"Gathering Food (), Metal Claw (80)",Fire ×2,1,Rebel Clash,2020/05/01,Hideki Ishikawa,Uncommon,https://images.pokemontcg.io/swsh2/132.png,https://images.pokemontcg.io/swsh2/132_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-132,2025/04/12,0.12,0.03,1.21,0.2,0.07,2.0,,,,0,0
swsh2-131,Probopass,476.0,Pokémon,Stage 1,140,Metal,"Gravitational Drop (10+), Heavy Impact (120)",Fire ×2,4,Rebel Clash,2020/05/01,Anesaki Dynamic,Rare,https://images.pokemontcg.io/swsh2/131.png,https://images.pokemontcg.io/swsh2/131_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-131,2025/04/12,0.2,0.09,1.5,0.36,0.25,1.95,,,,0,0
swsh2-127,Galarian Perrserker,863.0,Pokémon,Stage 1,120,Metal,"Slash (50), Claw Dagger (80×)",Fire ×2,2,Rebel Clash,2020/05/01,Naoki Saito,Rare,https://images.pokemontcg.io/swsh2/127.png,https://images.pokemontcg.io/swsh2/127_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-127,2025/04/12,0.16,0.03,2.0,0.43,0.25,1.95,,,,0,0
swsh2-128,Scizor,212.0,Pokémon,Stage 1,130,Metal,"Raid (30+), Guard Claw (90)",Fire ×2,1,Rebel Clash,2020/05/01,Ryuta Fuse,Rare,https://images.pokemontcg.io/swsh2/128.png,https://images.pokemontcg.io/swsh2/128_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-128,2025/04/12,0.26,0.14,2.0,1.07,0.5,4.99,,,,0,0
swsh2-129,Bronzor,436.0,Pokémon,Basic,60,Metal,"Ram (10), Speed Dive (20)",Fire ×2,1,Rebel Clash,2020/05/01,Midori Harada,Common,https://images.pokemontcg.io/swsh2/129.png,https://images.pokemontcg.io/swsh2/129_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-129,2025/04/12,0.05,0.01,5.0,0.19,0.05,2.99,,,,0,0
swsh2-139,Zacian,888.0,Pokémon,Basic,120,Metal,"Energy Stream (30), Smashing Edge (120)",Fire ×2,2,Rebel Clash,2020/05/01,Hideki Ishikawa,Rare,https://images.pokemontcg.io/swsh2/139.png,https://images.pokemontcg.io/swsh2/139_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-139,2025/04/12,0.41,0.15,41.0,0.6,0.34,9.99,,,,0,0
swsh2-134,Doublade,680.0,Pokémon,Stage 1,90,Metal,"Slash (30), Double Slash (80×)",Fire ×2,2,Rebel Clash,2020/05/01,Aya Kusube,Uncommon,https://images.pokemontcg.io/swsh2/134.png,https://images.pokemontcg.io/swsh2/134_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-134,2025/04/12,0.11,0.03,1.99,0.25,0.1,2.0,,,,0,0
swsh2-136,Copperajah V,879.0,Pokémon,"Basic, V",220,Metal,"Adamantine Press (90), Wrack Down (180)",Fire ×2,4,Rebel Clash,2020/05/01,5ban Graphics,Rare Holo V,https://images.pokemontcg.io/swsh2/136.png,https://images.pokemontcg.io/swsh2/136_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-136,2025/04/12,,,,,,,0.75,0.3,89.0,0,0
swsh2-141,Snorlax,143.0,Pokémon,Basic,150,Colorless,"Collect (), Collapse (120)",Fighting ×2,4,Rebel Clash,2020/05/01,Eri Yamaki,Rare,https://images.pokemontcg.io/swsh2/141.png,https://images.pokemontcg.io/swsh2/141_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-141,2025/04/12,0.43,0.15,4.99,1.01,0.5,3.0,,,,0,0
swsh2-147,Diggersby,660.0,Pokémon,Stage 1,130,Colorless,"Mining Rush (30×), Headbutt Bounce (110)",Fighting ×2,3,Rebel Clash,2020/05/01,kodama,Rare,https://images.pokemontcg.io/swsh2/147.png,https://images.pokemontcg.io/swsh2/147_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-147,2025/04/12,0.17,0.05,2.0,0.38,0.25,1.0,,,,0,0
swsh2-135,Aegislash,681.0,Pokémon,Stage 2,140,Metal,Power Edge (130),Fire ×2,3,Rebel Clash,2020/05/01,Ryuta Fuse,Rare,https://images.pokemontcg.io/swsh2/135.png,https://images.pokemontcg.io/swsh2/135_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-135,2025/04/12,0.25,0.18,2.0,0.62,0.4,1.95,,,,0,0
swsh2-137,Copperajah VMAX,879.0,Pokémon,VMAX,340,Metal,"Dangerous Nose (100+), G-Max Hammer (240)",Fire ×2,4,Rebel Clash,2020/05/01,5ban Graphics,Rare Holo VMAX,https://images.pokemontcg.io/swsh2/137.png,https://images.pokemontcg.io/swsh2/137_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-137,2025/04/12,,,,,,,2.2,1.69,89.0,0,0
swsh2-144,Tranquill,520.0,Pokémon,Stage 1,80,Colorless,"Razor Wing (40), Gust (60)",Lightning ×2,1,Rebel Clash,2020/05/01,Saya Tsuruta,Uncommon,https://images.pokemontcg.io/swsh2/144.png,https://images.pokemontcg.io/swsh2/144_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-144,2025/04/12,0.09,0.01,1.31,0.22,0.1,2.99,,,,0,0
swsh2-149,Stufful,759.0,Pokémon,Basic,80,Colorless,"Tackle (10), Jump On (40+)",Fighting ×2,2,Rebel Clash,2020/05/01,so-taro,Common,https://images.pokemontcg.io/swsh2/149.png,https://images.pokemontcg.io/swsh2/149_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-149,2025/04/12,0.13,0.01,1.38,0.23,0.14,2.0,,,,0,0
swsh2-142,Chatot,441.0,Pokémon,Basic,70,Colorless,Glide (30),Lightning ×2,1,Rebel Clash,2020/05/01,ryoma uratsuka,Uncommon,https://images.pokemontcg.io/swsh2/142.png,https://images.pokemontcg.io/swsh2/142_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-142,2025/04/12,0.08,0.01,1.33,0.2,0.1,2.0,,,,0,0
swsh2-143,Pidove,519.0,Pokémon,Basic,60,Colorless,"Chirp (), Razor Wing (20)",Lightning ×2,1,Rebel Clash,2020/05/01,Ryota Murayama,Common,https://images.pokemontcg.io/swsh2/143.png,https://images.pokemontcg.io/swsh2/143_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-143,2025/04/12,0.08,0.02,1.34,0.21,0.1,2.0,,,,0,0
swsh2-145,Unfezant,521.0,Pokémon,Stage 2,150,Colorless,"Daunt (50), Air Slash (150)",Lightning ×2,1,Rebel Clash,2020/05/01,Naoyo Kimura,Rare,https://images.pokemontcg.io/swsh2/145.png,https://images.pokemontcg.io/swsh2/145_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-145,2025/04/12,0.17,0.07,2.0,0.39,0.23,1.95,,,,0,0
swsh2-146,Bunnelby,659.0,Pokémon,Basic,70,Colorless,"Burrow (), Headbutt Bounce (50)",Fighting ×2,1,Rebel Clash,2020/05/01,Yuka Morii,Common,https://images.pokemontcg.io/swsh2/146.png,https://images.pokemontcg.io/swsh2/146_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-146,2025/04/12,0.17,0.02,1.38,0.3,0.1,2.0,,,,0,0
swsh2-152,Greedent,820.0,Pokémon,Stage 1,120,Colorless,Tail Smack (80),Fighting ×2,1,Rebel Clash,2020/05/01,kirisAki,Rare,https://images.pokemontcg.io/swsh2/152.png,https://images.pokemontcg.io/swsh2/152_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-152,2025/04/12,0.21,0.1,2.0,0.5,0.2,2.0,,,,0,0
swsh2-155,Burning Scarf,,Trainer,Pokémon Tool,,,,,0,Rebel Clash,2020/05/01,Toyste Beach,Uncommon,https://images.pokemontcg.io/swsh2/155.png,https://images.pokemontcg.io/swsh2/155_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-155,2025/04/12,0.11,0.01,8.1,0.23,0.09,2.0,,,,0,0
swsh2-156,Capacious Bucket,,Trainer,Item,,,,,0,Rebel Clash,2020/05/01,sadaji,Uncommon,https://images.pokemontcg.io/swsh2/156.png,https://images.pokemontcg.io/swsh2/156_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-156,2025/04/12,0.21,0.04,2.99,0.54,0.25,9.95,,,,0,0
swsh2-151,Skwovet,819.0,Pokémon,Basic,70,Colorless,"Tackle (10), Bite (20)",Fighting ×2,1,Rebel Clash,2020/05/01,Mina Nakai,Common,https://images.pokemontcg.io/swsh2/151.png,https://images.pokemontcg.io/swsh2/151_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-151,2025/04/12,0.08,0.01,4.99,0.22,0.09,2.99,,,,0,0
swsh2-133,Honedge,679.0,Pokémon,Basic,60,Metal,Slicing Blade (30),Fire ×2,1,Rebel Clash,2020/05/01,Sekio,Common,https://images.pokemontcg.io/swsh2/133.png,https://images.pokemontcg.io/swsh2/133_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-133,2025/04/12,0.11,0.01,1.99,0.2,0.1,2.0,,,,0,0
swsh2-138,Duraludon,884.0,Pokémon,Basic,130,Metal,"Metal Sharpener (30), Power Beam (110)",Fire ×2,2,Rebel Clash,2020/05/01,Shin Nagasawa,Rare Holo,https://images.pokemontcg.io/swsh2/138.png,https://images.pokemontcg.io/swsh2/138_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-138,2025/04/12,,,,0.54,0.29,5.95,0.42,0.25,4.95,0,0
swsh2-140,Zamazenta,889.0,Pokémon,Basic,120,Metal,"Guard Press (30), Power Rush (120)",Fire ×2,2,Rebel Clash,2020/05/01,Hideki Ishikawa,Rare,https://images.pokemontcg.io/swsh2/140.png,https://images.pokemontcg.io/swsh2/140_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-140,2025/04/12,0.49,0.3,1.95,0.63,0.49,3.95,,,,0,0
swsh2-148,Hawlucha,701.0,Pokémon,Basic,90,Colorless,"Windfall (), Speed Attack (30)",Lightning ×2,1,Rebel Clash,2020/05/01,tetsuya koizumi,Uncommon,https://images.pokemontcg.io/swsh2/148.png,https://images.pokemontcg.io/swsh2/148_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-148,2025/04/12,0.09,0.01,1.34,0.2,0.09,2.0,,,,0,0
swsh2-150,Bewear,760.0,Pokémon,Stage 1,140,Colorless,"Hammer Arm (90), Big Throw ()",Fighting ×2,3,Rebel Clash,2020/05/01,Ryuta Fuse,Uncommon,https://images.pokemontcg.io/swsh2/150.png,https://images.pokemontcg.io/swsh2/150_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-150,2025/04/12,0.11,0.01,1.38,0.2,0.08,1.39,,,,0,0
swsh2-153,Dubwool V,832.0,Pokémon,"Basic, V",210,Colorless,Revenge Blast (120+),Fighting ×2,2,Rebel Clash,2020/05/01,5ban Graphics,Rare Holo V,https://images.pokemontcg.io/swsh2/153.png,https://images.pokemontcg.io/swsh2/153_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-153,2025/04/12,,,,,,,0.64,0.25,89.0,0,0
swsh2-154,Boss's Orders,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,nagimiso,Rare Holo,https://images.pokemontcg.io/swsh2/154.png,https://images.pokemontcg.io/swsh2/154_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-154,2025/04/12,,,,5.78,2.25,89.0,2.96,0.71,78.02,0,0
swsh2-157,Cursed Shovel,,Trainer,Pokémon Tool,,,,,0,Rebel Clash,2020/05/01,Toyste Beach,Uncommon,https://images.pokemontcg.io/swsh2/157.png,https://images.pokemontcg.io/swsh2/157_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-157,2025/04/12,0.08,0.01,1.33,0.27,0.1,4.99,,,,0,0
swsh2-159,Full Heal,,Trainer,Item,,,,,0,Rebel Clash,2020/05/01,Yoshinobu Saito,Uncommon,https://images.pokemontcg.io/swsh2/159.png,https://images.pokemontcg.io/swsh2/159_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-159,2025/04/12,0.07,0.01,8.08,0.18,0.06,2.0,,,,0,0
swsh2-162,Nugget,,Trainer,Item,,,,,0,Rebel Clash,2020/05/01,sadaji,Uncommon,https://images.pokemontcg.io/swsh2/162.png,https://images.pokemontcg.io/swsh2/162_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-162,2025/04/12,0.09,0.01,1.32,0.19,0.07,2.99,,,,0,0
swsh2-158,Dan,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,Hitoshi Ariga,Uncommon,https://images.pokemontcg.io/swsh2/158.png,https://images.pokemontcg.io/swsh2/158_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-158,2025/04/12,0.06,0.01,5.01,0.19,0.07,2.99,,,,0,0
swsh2-160,Galar Mine,,Trainer,Stadium,,,,,0,Rebel Clash,2020/05/01,5ban Graphics,Uncommon,https://images.pokemontcg.io/swsh2/160.png,https://images.pokemontcg.io/swsh2/160_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-160,2025/04/12,0.13,0.08,1.98,0.26,0.14,2.99,,,,0,0
swsh2-161,Milo,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,take,Uncommon,https://images.pokemontcg.io/swsh2/161.png,https://images.pokemontcg.io/swsh2/161_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-161,2025/04/12,0.06,0.01,5.01,0.18,0.05,2.99,,,,0,0
swsh2-163,Oleana,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,Yusuke Ohmura,Uncommon,https://images.pokemontcg.io/swsh2/163.png,https://images.pokemontcg.io/swsh2/163_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-163,2025/04/12,0.09,0.01,1.55,0.24,0.05,2.0,,,,0,0
swsh2-164,Poké Ball,,Trainer,Item,,,,,0,Rebel Clash,2020/05/01,Studio Bora Inc.,Uncommon,https://images.pokemontcg.io/swsh2/164.png,https://images.pokemontcg.io/swsh2/164_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-164,2025/04/12,0.08,0.01,1.33,0.2,0.06,2.0,,,,0,0
swsh2-165,Scoop Up Net,,Trainer,Item,,,,,0,Rebel Clash,2020/05/01,Ryo Ueda,Uncommon,https://images.pokemontcg.io/swsh2/165.png,https://images.pokemontcg.io/swsh2/165_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-165,2025/04/12,0.36,0.1,89.0,1.33,0.63,8.29,,,,0,0
swsh2-176,Eldegoss V,830.0,Pokémon,"Basic, V",180,Grass,Float Up (50),Fire ×2,1,Rebel Clash,2020/05/01,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh2/176.png,https://images.pokemontcg.io/swsh2/176_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-176,2025/04/12,,,,,,,1.97,1.2,19.99,0,0
swsh2-175,Rillaboom V,812.0,Pokémon,"Basic, V",220,Grass,"Forest Feast (), Wood Hammer (220)",Fire ×2,3,Rebel Clash,2020/05/01,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh2/175.png,https://images.pokemontcg.io/swsh2/175_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-175,2025/04/12,,,,,,,3.09,1.92,20.0,0,0
swsh2-183,Dragapult V,887.0,Pokémon,"Basic, V",210,Psychic,"Bite (30), Jet Assault (60+)",Darkness ×2,1,Rebel Clash,2020/05/01,aky CG Works,Rare Ultra,https://images.pokemontcg.io/swsh2/183.png,https://images.pokemontcg.io/swsh2/183_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-183,2025/04/12,,,,,,,6.5,4.5,29.95,0,0
swsh2-193,Rillaboom VMAX,812.0,Pokémon,VMAX,330,Grass,"Scratch (50), Max Beating (130+)",Fire ×2,3,Rebel Clash,2020/05/01,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh2/193.png,https://images.pokemontcg.io/swsh2/193_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-193,2025/04/12,,,,,,,10.98,8.92,39.95,0,0
swsh2-194,Cinderace VMAX,815.0,Pokémon,VMAX,320,Fire,"Counter (30+), Max Pyro Ball (170)",Water ×2,2,Rebel Clash,2020/05/01,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh2/194.png,https://images.pokemontcg.io/swsh2/194_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-194,2025/04/12,,,,,,,16.46,12.99,39.95,0,0
swsh2-169,Training Court,,Trainer,Stadium,,,,,0,Rebel Clash,2020/05/01,5ban Graphics,Uncommon,https://images.pokemontcg.io/swsh2/169.png,https://images.pokemontcg.io/swsh2/169_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-169,2025/04/12,0.14,0.01,8.14,0.69,0.34,4.95,,,,0,0
swsh2-170,Turffield Stadium,,Trainer,Stadium,,,,,0,Rebel Clash,2020/05/01,aky CG Works,Uncommon,https://images.pokemontcg.io/swsh2/170.png,https://images.pokemontcg.io/swsh2/170_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-170,2025/04/12,0.13,0.04,1.5,0.51,0.25,2.0,,,,0,0
swsh2-172,Horror Psychic Energy,,Energy,Special,,,,,0,Rebel Clash,2020/05/01,,Uncommon,https://images.pokemontcg.io/swsh2/172.png,https://images.pokemontcg.io/swsh2/172_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-172,2025/04/12,0.56,0.15,60.0,2.03,0.75,4.95,,,,0,0
swsh2-173,Speed Lightning Energy,,Energy,Special,,,,,0,Rebel Clash,2020/05/01,,Uncommon,https://images.pokemontcg.io/swsh2/173.png,https://images.pokemontcg.io/swsh2/173_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-173,2025/04/12,0.27,0.1,89.0,1.61,1.11,4.99,,,,0,0
swsh2-166,Skyla,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,Hideki Ishikawa,Uncommon,https://images.pokemontcg.io/swsh2/166.png,https://images.pokemontcg.io/swsh2/166_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-166,2025/04/12,0.21,0.05,1.43,0.62,0.35,9.99,,,,0,0
swsh2-167,Sonia,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,Yusuke Ohmura,Uncommon,https://images.pokemontcg.io/swsh2/167.png,https://images.pokemontcg.io/swsh2/167_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-167,2025/04/12,0.12,0.01,8.11,0.81,0.1,3.95,,,,0,0
swsh2-168,Tool Scrapper,,Trainer,Item,,,,,0,Rebel Clash,2020/05/01,Studio Bora Inc.,Uncommon,https://images.pokemontcg.io/swsh2/168.png,https://images.pokemontcg.io/swsh2/168_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-168,2025/04/12,0.11,0.05,1.95,0.53,0.25,2.95,,,,0,0
swsh2-171,Capture Energy,,Energy,Special,,,,,0,Rebel Clash,2020/05/01,,Uncommon,https://images.pokemontcg.io/swsh2/171.png,https://images.pokemontcg.io/swsh2/171_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-171,2025/04/12,0.21,0.08,7.0,1.57,0.99,9.95,,,,0,0
swsh2-174,Twin Energy,,Energy,Special,,,,,0,Rebel Clash,2020/05/01,,Uncommon,https://images.pokemontcg.io/swsh2/174.png,https://images.pokemontcg.io/swsh2/174_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-174,2025/04/12,0.3,0.05,89.0,0.82,0.36,5.0,,,,0,0
swsh2-177,Ninetales V,38.0,Pokémon,"Basic, V",200,Fire,"Nine-Tailed Shapeshifter (), Flamethrower (180)",Water ×2,2,Rebel Clash,2020/05/01,Saki Hayashiro,Rare Ultra,https://images.pokemontcg.io/swsh2/177.png,https://images.pokemontcg.io/swsh2/177_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-177,2025/04/12,,,,,,,14.23,12.5,315.25,0,0
swsh2-181,Boltund V,836.0,Pokémon,"Basic, V",200,Lightning,"Electrify (), Bolt Storm (10+)",Fighting ×2,2,Rebel Clash,2020/05/01,aky CG Works,Rare Ultra,https://images.pokemontcg.io/swsh2/181.png,https://images.pokemontcg.io/swsh2/181_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-181,2025/04/12,,,,,,,2.08,1.49,25.0,0,0
swsh2-182,Toxtricity V,849.0,Pokémon,"Basic, V",210,Lightning,"Poison Jab (20), Electric Riot (90+)",Fighting ×2,2,Rebel Clash,2020/05/01,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh2/182.png,https://images.pokemontcg.io/swsh2/182_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-182,2025/04/12,,,,,,,3.13,2.15,89.0,0,0
swsh2-184,Sandaconda V,844.0,Pokémon,"Basic, V",220,Fighting,"Sand Eater (30), Sand Breath (220)",Grass ×2,3,Rebel Clash,2020/05/01,aky CG Works,Rare Ultra,https://images.pokemontcg.io/swsh2/184.png,https://images.pokemontcg.io/swsh2/184_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-184,2025/04/12,,,,,,,1.41,1.19,31.93,0,0
swsh2-188,Dubwool V,832.0,Pokémon,"Basic, V",210,Colorless,Revenge Blast (120+),Fighting ×2,2,Rebel Clash,2020/05/01,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh2/188.png,https://images.pokemontcg.io/swsh2/188_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-188,2025/04/12,,,,,,,1.77,1.0,20.0,0,0
swsh2-189,Boss's Orders,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,nagimiso,Rare Ultra,https://images.pokemontcg.io/swsh2/189.png,https://images.pokemontcg.io/swsh2/189_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-189,2025/04/12,,,,,,,62.5,60.0,117.15,0,0
swsh2-195,Inteleon VMAX,818.0,Pokémon,VMAX,320,Water,"Hydro Snipe (60), Max Bullet (160)",Lightning ×2,2,Rebel Clash,2020/05/01,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh2/195.png,https://images.pokemontcg.io/swsh2/195_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-195,2025/04/12,,,,,,,9.97,8.42,179.0,0,0
swsh2-178,Cinderace V,815.0,Pokémon,"Basic, V",210,Fire,Crimson Legs (140),Water ×2,2,Rebel Clash,2020/05/01,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh2/178.png,https://images.pokemontcg.io/swsh2/178_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-178,2025/04/12,,,,,,,4.29,3.0,8.99,0,0
swsh2-179,Milotic V,350.0,Pokémon,"Basic, V",210,Water,"Aqua Impact (10+), Hypno Splash (150)",Lightning ×2,2,Rebel Clash,2020/05/01,Ayaka Yoshida,Rare Ultra,https://images.pokemontcg.io/swsh2/179.png,https://images.pokemontcg.io/swsh2/179_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-179,2025/04/12,,,,,,,10.0,7.55,89.0,0,0
swsh2-180,Inteleon V,818.0,Pokémon,"Basic, V",200,Water,"Snipe Shot (), Aqua Report (130)",Lightning ×2,2,Rebel Clash,2020/05/01,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh2/180.png,https://images.pokemontcg.io/swsh2/180_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-180,2025/04/12,,,,,,,3.0,2.02,19.95,0,0
swsh2-185,Falinks V,870.0,Pokémon,"Basic, V",160,Fighting,Giga Impact (210),Psychic ×2,2,Rebel Clash,2020/05/01,aky CG Works,Rare Ultra,https://images.pokemontcg.io/swsh2/185.png,https://images.pokemontcg.io/swsh2/185_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-185,2025/04/12,,,,,,,2.22,1.7,14.95,0,0
swsh2-186,Malamar V,687.0,Pokémon,"Basic, V",210,Darkness,"Drag Off (), Brain Shake (130)",Grass ×2,2,Rebel Clash,2020/05/01,Eske Yoshinob,Rare Ultra,https://images.pokemontcg.io/swsh2/186.png,https://images.pokemontcg.io/swsh2/186_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-186,2025/04/12,,,,,,,3.31,1.75,14.95,0,0
swsh2-187,Copperajah V,879.0,Pokémon,"Basic, V",220,Metal,"Adamantine Press (90), Wrack Down (180)",Fire ×2,4,Rebel Clash,2020/05/01,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh2/187.png,https://images.pokemontcg.io/swsh2/187_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-187,2025/04/12,,,,,,,1.9,1.0,14.95,0,0
swsh2-190,Milo,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,Hitoshi Ariga,Rare Ultra,https://images.pokemontcg.io/swsh2/190.png,https://images.pokemontcg.io/swsh2/190_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-190,2025/04/12,,,,,,,2.88,2.0,18.0,0,0
swsh2-191,Oleana,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,kirisAki,Rare Ultra,https://images.pokemontcg.io/swsh2/191.png,https://images.pokemontcg.io/swsh2/191_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-191,2025/04/12,,,,,,,7.0,5.75,49.95,0,0
swsh2-192,Sonia,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,Naoki Saito,Rare Ultra,https://images.pokemontcg.io/swsh2/192.png,https://images.pokemontcg.io/swsh2/192_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-192,2025/04/12,,,,,,,24.25,20.43,129.99,0,0
swsh2-200,Boss's Orders,,Trainer,Supporter,,,,,0,Rebel Clash,2020/05/01,nagimiso,Rare Rainbow,https://images.pokemontcg.io/swsh2/200.png,https://images.pokemontcg.io/swsh2/200_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh2-200,2025/04/12,,,,,,,35.38,37.17,99.95,0,0
